ID,Vente,Adresse,TypeB,Surface,Prix,Nombre de Chambres,Date Vente
V712,Avenue de l'Église,Tours,Maison,385,1627000,2,2021-06-15
V713,Place de la Gare,Tours,Maison,172,747400,5,2020-05-03
V714,Quai Victor Hugo,Tours,Maison,67,301400,4,2021-06-23
V715,Boulevard de l'Église,Tours,Maison,465,1973000,4,2022-06-17
V716,Boulevard de Bellevue,Tours,Maison,150,680000,10,2021-03-10
V717,Place du Moulin,Tours,Maison,78,342600,3,2021-06-26
V718,Avenue de l'Opéra,Tours,Maison,199,865800,6,2020-11-06
V719,Place des Champs-Élysées,Tours,Maison,377,1618400,7,2022-03-07
V720,Chemin du Moulin,Tours,Maison,253,1077600,3,2020-11-07
V721,Chemin des Vignes,Tours,Maison,420,1799000,7,2022-12-25
V722,Rue Victor Hugo,Tours,Appartement,23,95500,3,2022-08-22
V723,Avenue Saint-Martin,Tours,Appartement,469,1691500,10,2023-02-03
V724,Boulevard de la Mairie,Tours,Appartement,451,1603500,5,2021-01-23
V725,Chemin des Fleurs,Tours,Appartement,61,228500,3,2023-07-03
V726,Quai des Fleurs,Tours,Appartement,159,586500,6,2023-08-06
V727,Avenue des Fleurs,Tours,Appartement,500,1795000,9,2020-05-05
V728,Quai de la Liberté,Tours,Appartement,482,1732000,9,2022-06-24
V729,Quai des Fleurs,Tours,Appartement,476,1676000,2,2022-06-02
V730,Place de la Gare,Tours,Appartement,80,325000,9,2020-06-13
V731,Boulevard des Fleurs,Tours,Appartement,201,728500,5,2020-08-22
V732,Avenue du Parc,Amiens,Villa,262,1400500,5,2022-02-17
V733,Place des Écoles,Amiens,Villa,326,1731500,4,2023-04-29
V734,Place des Lilas,Amiens,Villa,371,1992750,9,2020-03-25
V735,Avenue des Lilas,Amiens,Villa,91,522750,9,2023-02-07
V736,Boulevard Saint-Martin,Amiens,Villa,126,711500,10,2022-08-24
V737,Quai de la Mairie,Amiens,Villa,241,1280250,3,2021-03-08
V738,Chemin de la Liberté,Amiens,Villa,395,2113750,8,2023-06-28
V739,Chemin des Écoles,Amiens,Villa,165,876250,2,2022-07-06
V740,Quai du Lac,Amiens,Villa,442,2325500,1,2020-06-10
V741,Allée des Vignes,Amiens,Villa,401,2140250,7,2023-04-13
V742,Quai des Lilas,Amiens,Maison,114,493800,3,2020-09-07
V743,Rue Jean Jaurès,Amiens,Maison,442,1861400,1,2021-07-22
V744,Allée des Lilas,Amiens,Maison,438,1884600,9,2023-04-28
V745,Allée de la Mairie,Amiens,Maison,93,440600,10,2021-11-12
V746,Place de la Mairie,Amiens,Maison,40,213000,9,2020-05-17
V747,Boulevard de la Liberté,Amiens,Maison,232,994400,4,2023-03-17
V748,Boulevard du Moulin,Amiens,Maison,327,1413400,8,2020-01-13
V749,Rue de la Gare,Amiens,Maison,305,1306000,5,2023-04-19
V750,Chemin Jean Jaurès,Amiens,Maison,236,996200,1,2023-06-08
V751,Chemin du Moulin,Amiens,Maison,133,583600,5,2020-12-02
V752,Place du Moulin,Amiens,Appartement,448,1608000,8,2023-07-19
V753,Allée des Lilas,Amiens,Appartement,43,175500,5,2021-08-23
V754,Allée de la Paix,Amiens,Appartement,378,1348000,5,2022-10-16
V755,Avenue des Fleurs,Amiens,Appartement,159,591500,7,2021-01-24
V756,Quai de l'Opéra,Amiens,Appartement,92,357000,7,2023-07-08
V757,Boulevard des Lilas,Amiens,Appartement,93,345500,4,2020-12-19
V758,Avenue de l'Opéra,Amiens,Appartement,253,900500,3,2022-04-07
V759,Rue Victor Hugo,Amiens,Appartement,493,1730500,1,2020-10-24
V760,Avenue de la Mairie,Amiens,Appartement,130,490000,7,2021-04-02
V761,Chemin des Vignes,Amiens,Appartement,234,859000,8,2020-10-14
V762,Rue de l'Église,Limoges,Villa,374,2013500,10,2022-10-27
V763,Boulevard de la Forêt,Limoges,Villa,306,1651500,9,2023-08-21
V764,Boulevard des Vignes,Limoges,Villa,148,827000,10,2023-06-15
V765,Rue de la Forêt,Limoges,Villa,297,1574250,3,2020-08-24
V766,Boulevard de la Liberté,Limoges,Villa,113,613250,4,2023-10-18
V767,Place de la Mairie,Limoges,Villa,412,2213000,10,2022-05-14
V768,Allée de la Paix,Limoges,Villa,421,2250250,8,2021-11-13
V769,Avenue de l'Opéra,Limoges,Villa,233,1268250,9,2021-01-26
V770,Chemin de Bellevue,Limoges,Villa,62,370500,9,2021-04-14
V771,Avenue de la République,Limoges,Villa,232,1258000,8,2023-09-29
V772,Allée des Vignes,Limoges,Maison,464,1983800,7,2020-01-31
V773,Allée du Lac,Limoges,Maison,239,1018800,3,2022-06-08
V774,Place de l'Opéra,Limoges,Maison,409,1747800,6,2020-05-15
V775,Rue de la République,Limoges,Maison,452,1908400,2,2020-10-23
V776,Allée du Parc,Limoges,Maison,100,430000,2,2021-05-01
V777,Place de la Liberté,Limoges,Maison,290,1263000,9,2023-02-09
V778,Boulevard du Lac,Limoges,Maison,461,1971200,7,2023-06-20
V779,Rue Saint-Martin,Limoges,Maison,390,1663000,5,2021-11-07
V780,Rue de la Gare,Limoges,Maison,31,180200,10,2022-09-25
V781,Place des Vignes,Limoges,Maison,249,1065800,4,2022-02-12
V782,Avenue de Bellevue,Limoges,Appartement,181,658500,5,2022-11-02
V783,Chemin Victor Hugo,Limoges,Appartement,408,1473000,9,2022-05-29
V784,Quai Jean Jaurès,Limoges,Appartement,368,1318000,6,2020-05-20
V785,Place de Bellevue,Limoges,Appartement,155,582500,8,2020-02-28
V786,Boulevard des Fleurs,Limoges,Appartement,467,1654500,4,2022-07-27
V787,Rue du Moulin,Limoges,Appartement,368,1293000,1,2021-10-08
V788,Place Saint-Martin,Limoges,Appartement,495,1742500,2,2020-04-08
V789,Boulevard des Champs-Élysées,Limoges,Appartement,144,544000,8,2023-05-27
V790,Quai des Écoles,Limoges,Appartement,135,487500,3,2020-07-19
V791,Rue de la Mairie,Limoges,Appartement,456,1616000,4,2023-09-09
V792,Rue Jean Jaurès,Villeurbanne,Villa,389,2072250,6,2021-02-08
V793,Rue de la Mairie,Villeurbanne,Villa,285,1511250,3,2020-01-11
V794,Avenue de la Paix,Villeurbanne,Villa,58,319500,3,2022-11-24
V795,Chemin de l'Opéra,Villeurbanne,Villa,422,2255500,8,2023-04-16
V796,Rue de la Liberté,Villeurbanne,Villa,149,812250,6,2023-11-03
V797,Allée des Champs-Élysées,Villeurbanne,Villa,378,1994500,2,2020-05-06
V798,Allée du Lac,Villeurbanne,Villa,360,1895000,1,2022-07-22
V799,Boulevard de Bellevue,Villeurbanne,Villa,470,2497500,6,2020-03-23
V800,Chemin de la Paix,Villeurbanne,Villa,482,2575500,9,2023-07-28
V801,Quai Victor Hugo,Villeurbanne,Villa,496,2624000,4,2020-07-13
V802,Quai des Champs-Élysées,Villeurbanne,Maison,282,1224400,8,2022-06-11
V803,Avenue des Écoles,Villeurbanne,Maison,62,310400,10,2022-05-27
V804,Chemin de la Gare,Villeurbanne,Maison,402,1728400,8,2020-06-25
V805,Boulevard des Lilas,Villeurbanne,Maison,70,339000,9,2021-01-08
V806,Boulevard du Moulin,Villeurbanne,Maison,333,1433600,7,2023-08-25
V807,Boulevard des Champs-Élysées,Villeurbanne,Maison,124,560800,8,2020-02-07
V808,Quai de la République,Villeurbanne,Maison,262,1150400,10,2020-09-03
V809,Allée du Moulin,Villeurbanne,Maison,123,521600,1,2020-02-28
V810,Boulevard de la République,Villeurbanne,Maison,203,857600,1,2022-03-15
V811,Allée Saint-Martin,Villeurbanne,Maison,383,1618600,2,2022-07-06
V812,Avenue des Champs-Élysées,Villeurbanne,Appartement,481,1723500,8,2020-11-21
V813,Boulevard de la Paix,Villeurbanne,Appartement,227,799500,1,2020-03-24
V814,Boulevard des Lilas,Villeurbanne,Appartement,219,791500,5,2021-11-06
V815,Rue des Lilas,Villeurbanne,Appartement,236,861000,7,2023-11-17
V816,Quai du Parc,Villeurbanne,Appartement,485,1737500,8,2022-07-14
V817,Quai de la République,Villeurbanne,Appartement,256,911000,3,2023-10-29
V818,Avenue des Lilas,Villeurbanne,Appartement,114,449000,10,2023-02-28
V819,Quai des Champs-Élysées,Villeurbanne,Appartement,337,1209500,6,2020-11-09
V820,Place de la Gare,Villeurbanne,Appartement,312,1102000,2,2020-12-21
V821,Place des Écoles,Villeurbanne,Appartement,351,1263500,7,2020-02-05
V822,Place de la Mairie,Metz,Villa,24,141000,3,2022-06-20
V823,Allée des Fleurs,Metz,Villa,70,417500,10,2023-07-31
V824,Place du Moulin,Metz,Villa,397,2124250,8,2022-05-28
V825,Allée de la Mairie,Metz,Villa,176,959000,7,2020-05-20
V826,Rue de la République,Metz,Villa,406,2151500,4,2021-03-02
V827,Chemin de la Gare,Metz,Villa,483,2580750,9,2020-11-12
V828,Place de la Paix,Metz,Villa,261,1375250,1,2020-11-04
V829,Place de l'Opéra,Metz,Villa,129,687250,2,2022-11-04
V830,Avenue du Moulin,Metz,Villa,356,1884000,3,2020-06-24
V831,Place des Lilas,Metz,Villa,232,1233000,3,2020-04-06
V832,Place du Moulin,Metz,Maison,352,1528400,10,2023-10-08
V833,Rue des Écoles,Metz,Maison,287,1230400,5,2020-08-01
V834,Quai de l'Église,Metz,Maison,192,846400,8,2022-01-27
V835,Avenue Victor Hugo,Metz,Maison,75,325000,2,2022-02-17
V836,Place de la Forêt,Metz,Maison,20,89000,1,2023-10-04
V837,Quai du Moulin,Metz,Maison,80,376000,8,2022-04-01
V838,Quai de l'Église,Metz,Maison,380,1626000,6,2022-01-13
V839,Rue de la République,Metz,Maison,333,1438600,8,2020-08-20
V840,Chemin de Bellevue,Metz,Maison,171,728200,2,2020-10-03
V841,Boulevard de la République,Metz,Maison,30,166000,8,2022-01-26
V842,Avenue de la Liberté,Metz,Appartement,312,1122000,6,2020-07-23
V843,Avenue de la Gare,Metz,Appartement,472,1672000,4,2023-04-18
V844,Quai de la République,Metz,Appartement,432,1537000,5,2023-11-20
V845,Place de Bellevue,Metz,Appartement,38,163000,6,2022-11-11
V846,Avenue Victor Hugo,Metz,Appartement,37,159500,6,2023-03-16
V847,Avenue des Vignes,Metz,Appartement,453,1610500,5,2020-04-08
V848,Chemin de la République,Metz,Appartement,222,782000,1,2020-04-30
V849,Allée des Vignes,Metz,Appartement,323,1175500,9,2022-02-01
V850,Rue de la Paix,Metz,Appartement,311,1128500,8,2021-10-22
V851,Avenue du Parc,Metz,Appartement,104,404000,8,2021-08-22
V852,Rue de Bellevue,Besançon,Villa,134,718500,3,2021-04-04
V853,Quai Jean Jaurès,Besançon,Villa,409,2192250,9,2022-12-16
V854,Boulevard de l'Église,Besançon,Villa,178,949500,3,2020-05-29
V855,Chemin de la Gare,Besançon,Villa,94,518500,5,2020-07-28
V856,Boulevard Victor Hugo,Besançon,Villa,61,365250,9,2023-12-13
V857,Rue du Parc,Besançon,Villa,75,443750,10,2023-06-15
V858,Avenue des Vignes,Besançon,Villa,420,2225000,4,2020-10-03
V859,Allée du Moulin,Besançon,Villa,428,2262000,3,2022-05-23
V860,Boulevard du Lac,Besançon,Villa,350,1847500,2,2022-08-26
V861,Chemin Saint-Martin,Besançon,Villa,57,324250,5,2023-03-08
V862,Place du Lac,Besançon,Maison,138,599600,4,2020-11-29
V863,Chemin des Lilas,Besançon,Maison,481,2070200,10,2022-02-21
V864,Quai des Champs-Élysées,Besançon,Maison,132,584400,6,2020-06-10
V865,Place des Vignes,Besançon,Maison,60,277000,5,2022-03-08
V866,Rue des Vignes,Besançon,Maison,330,1401000,3,2020-03-06
V867,Place Victor Hugo,Besançon,Maison,342,1451400,3,2023-11-24
V868,Rue du Lac,Besançon,Maison,481,2025200,1,2023-09-11
V869,Chemin de Bellevue,Besançon,Maison,111,471200,1,2022-08-14
V870,Allée Jean Jaurès,Besançon,Maison,347,1502400,9,2022-01-05
V871,Allée des Écoles,Besançon,Maison,494,2089800,3,2022-11-21
V872,Place de la Forêt,Besançon,Appartement,81,293500,2,2020-03-27
V873,Quai de l'Opéra,Besançon,Appartement,296,1056000,4,2022-02-24
V874,Place de la République,Besançon,Appartement,170,610000,3,2022-04-14
V875,Quai Saint-Martin,Besançon,Appartement,448,1593000,5,2022-07-23
V876,Allée du Lac,Besançon,Appartement,444,1579000,5,2023-01-08
V877,Rue des Écoles,Besançon,Appartement,21,93500,4,2021-08-20
V878,Allée des Fleurs,Besançon,Appartement,452,1597000,3,2021-06-03
V879,Rue Jean Jaurès,Besançon,Appartement,249,896500,5,2023-04-23
V880,Boulevard de la Forêt,Besançon,Appartement,495,1772500,8,2022-02-23
V881,Chemin des Vignes,Besançon,Appartement,368,1313000,5,2022-04-08
V882,Quai des Fleurs,Perpignan,Villa,87,471750,3,2023-06-14
V883,Quai de la Gare,Perpignan,Villa,456,2434000,8,2023-08-10
V884,Quai Victor Hugo,Perpignan,Villa,451,2402750,7,2023-09-12
V885,Chemin de l'Opéra,Perpignan,Villa,137,729250,2,2022-04-12
V886,Rue Saint-Martin,Perpignan,Villa,391,2062750,2,2020-04-01
V887,Rue de l'Église,Perpignan,Villa,141,770250,6,2020-05-30
V888,Chemin de la Liberté,Perpignan,Villa,192,1053000,9,2020-04-02
V889,Rue de Bellevue,Perpignan,Villa,264,1396000,2,2023-03-05
V890,Place du Lac,Perpignan,Villa,98,529500,3,2022-07-16
V891,Rue des Champs-Élysées,Perpignan,Villa,49,302250,9,2023-06-19
V892,Rue du Parc,Perpignan,Maison,431,1825200,3,2022-10-14
V893,Avenue Saint-Martin,Perpignan,Maison,116,517200,6,2022-11-06
V894,Chemin du Moulin,Perpignan,Maison,88,414600,9,2022-03-03
V895,Quai de l'Opéra,Perpignan,Maison,265,1143000,6,2020-09-27
V896,Allée des Écoles,Perpignan,Maison,197,877400,10,2022-01-12
V897,Boulevard de l'Opéra,Perpignan,Maison,228,967600,2,2021-10-19
V898,Allée des Fleurs,Perpignan,Maison,333,1423600,5,2020-12-08
V899,Allée de la Gare,Perpignan,Maison,189,823800,6,2021-03-08
V900,Boulevard des Vignes,Perpignan,Maison,469,1974800,1,2021-08-10
V901,Avenue de la Gare,Perpignan,Maison,452,1948400,10,2021-07-02
V902,Boulevard Saint-Martin,Perpignan,Appartement,290,1035000,4,2022-01-01
V903,Chemin Jean Jaurès,Perpignan,Appartement,202,727000,4,2023-04-20
V904,Place des Champs-Élysées,Perpignan,Appartement,108,393000,3,2022-07-02
V905,Place de l'Église,Perpignan,Appartement,247,884500,4,2022-11-23
V906,Boulevard Saint-Martin,Perpignan,Appartement,266,976000,9,2023-01-21
V907,Avenue de la Liberté,Perpignan,Appartement,365,1287500,2,2020-05-26
V908,Chemin Jean Jaurès,Perpignan,Appartement,96,381000,9,2021-04-18
V909,Avenue de Bellevue,Perpignan,Appartement,490,1765000,10,2023-11-19
V910,Boulevard du Moulin,Perpignan,Appartement,230,835000,6,2022-03-24
V911,Chemin des Lilas,Perpignan,Appartement,222,812000,7,2020-01-01
V912,Chemin Jean Jaurès,Orléans,Villa,475,2533750,8,2022-11-15
V913,Quai de la Gare,Orléans,Villa,152,803000,1,2020-10-04
V914,Quai de Bellevue,Orléans,Villa,414,2198500,5,2022-09-05
V915,Avenue de la Mairie,Orléans,Villa,436,2309000,4,2022-07-22
V916,Avenue de l'Église,Orléans,Villa,83,470750,7,2023-07-05
V917,Avenue des Champs-Élysées,Orléans,Villa,189,1037250,9,2020-10-07
V918,Chemin des Écoles,Orléans,Villa,375,1973750,1,2022-03-25
V919,Quai Saint-Martin,Orléans,Villa,218,1179500,7,2022-06-03
V920,Avenue Jean Jaurès,Orléans,Villa,44,246000,3,2023-06-23
V921,Chemin du Moulin,Orléans,Villa,485,2551250,1,2023-03-16
V922,Rue de la Paix,Orléans,Maison,261,1116200,4,2021-06-18
V923,Boulevard des Écoles,Orléans,Maison,343,1445600,1,2022-09-14
V924,Allée de l'Église,Orléans,Maison,25,135000,6,2023-07-22
V925,Allée des Vignes,Orléans,Maison,317,1336400,1,2022-03-19
V926,Rue de la Paix,Orléans,Maison,120,534000,6,2021-12-04
V927,Chemin Jean Jaurès,Orléans,Maison,239,1008800,1,2023-10-07
V928,Rue Victor Hugo,Orléans,Maison,48,216600,3,2020-05-09
V929,Boulevard des Vignes,Orléans,Maison,452,1948400,10,2021-07-14
V930,Boulevard de la Paix,Orléans,Maison,460,1957000,5,2022-09-30
V931,Allée de Bellevue,Orléans,Maison,36,171200,4,2022-06-29
V932,Quai de Bellevue,Orléans,Appartement,214,764000,3,2020-05-28
V933,Place des Fleurs,Orléans,Appartement,184,674000,6,2020-09-14
V934,Rue de la Liberté,Orléans,Appartement,219,816500,10,2022-09-17
V935,Avenue des Vignes,Orléans,Appartement,481,1708500,5,2020-10-05
V936,Rue du Moulin,Orléans,Appartement,204,764000,10,2020-08-22
V937,Place des Lilas,Orléans,Appartement,124,464000,6,2023-10-19
V938,Boulevard de la Gare,Orléans,Appartement,359,1271500,3,2021-10-02
V939,Place de la Forêt,Orléans,Appartement,446,1606000,9,2022-09-07
V940,Boulevard du Parc,Orléans,Appartement,101,368500,3,2020-09-25
V941,Place de la Forêt,Orléans,Appartement,320,1130000,2,2022-11-02
V942,Place de l'Opéra,Caen,Villa,491,2592750,3,2023-12-25
V943,Avenue Victor Hugo,Caen,Villa,457,2409250,2,2020-12-11
V944,Boulevard de l'Opéra,Caen,Villa,41,225250,2,2023-07-03
V945,Place des Lilas,Caen,Villa,414,2203500,6,2020-01-03
V946,Quai des Lilas,Caen,Villa,476,2504000,1,2023-12-17
V947,Rue de la Forêt,Caen,Villa,302,1620500,7,2020-02-03
V948,Boulevard des Lilas,Caen,Villa,302,1635500,10,2022-11-22
V949,Place de la Paix,Caen,Villa,425,2256250,5,2021-08-15
V950,Allée de la République,Caen,Villa,150,822500,7,2023-09-24
V951,Boulevard Saint-Martin,Caen,Villa,257,1364250,3,2021-09-27
V952,Place de la Mairie,Caen,Maison,219,934800,3,2021-09-05
V953,Place du Moulin,Caen,Maison,61,291200,7,2023-04-02
V954,Rue des Lilas,Caen,Maison,157,684400,5,2020-11-11
V955,Rue des Lilas,Caen,Maison,29,131800,2,2020-07-22
V956,Boulevard de la Paix,Caen,Maison,342,1451400,3,2021-04-09
V957,Avenue de la République,Caen,Maison,321,1398200,10,2023-11-19
V958,Quai de la Paix,Caen,Maison,497,2117400,6,2022-12-17
V959,Avenue de l'Opéra,Caen,Maison,480,2036000,4,2022-10-17
V960,Avenue de la République,Caen,Maison,485,2052000,3,2021-12-24
V961,Chemin Jean Jaurès,Caen,Maison,431,1860200,10,2020-01-05
V962,Allée de la Mairie,Caen,Appartement,241,888500,9,2022-12-23
V963,Place du Parc,Caen,Appartement,491,1763500,9,2021-07-01
V964,Rue du Lac,Caen,Appartement,435,1542500,4,2020-03-09
V965,Rue de l'Opéra,Caen,Appartement,112,442000,10,2023-10-26
V966,Chemin de Bellevue,Caen,Appartement,233,845500,6,2022-10-25
V967,Rue de l'Opéra,Caen,Appartement,390,1405000,8,2022-05-17
V968,Avenue de la Mairie,Caen,Appartement,27,99500,1,2021-10-25
V969,Boulevard de la République,Caen,Appartement,179,641500,3,2023-08-11
V970,Place des Lilas,Caen,Appartement,485,1712500,3,2023-09-24
V971,Boulevard de la République,Caen,Appartement,362,1292000,5,2021-02-05
V972,Avenue de l'Église,Mulhouse,Villa,378,1989500,1,2020-09-23
V973,Place des Lilas,Mulhouse,Villa,369,1942250,1,2020-04-06
V974,Boulevard de Bellevue,Mulhouse,Villa,290,1562500,8,2021-04-10
V975,Allée de la Gare,Mulhouse,Villa,412,2168000,1,2023-03-28
V976,Chemin du Parc,Mulhouse,Villa,234,1268500,8,2023-06-21
V977,Quai des Fleurs,Mulhouse,Villa,270,1447500,6,2021-02-17
V978,Rue des Écoles,Mulhouse,Villa,447,2356750,2,2022-05-03
V979,Avenue du Moulin,Mulhouse,Villa,249,1347250,8,2021-08-23
V980,Allée de l'Église,Mulhouse,Villa,291,1572750,9,2023-11-25
V981,Avenue de la Mairie,Mulhouse,Villa,166,916500,9,2020-10-27
V982,Rue de la Gare,Mulhouse,Maison,448,1901600,4,2022-09-11
V983,Rue de Bellevue,Mulhouse,Maison,290,1223000,1,2021-12-23
V984,Quai de l'Opéra,Mulhouse,Maison,342,1456400,4,2020-12-07
V985,Boulevard des Champs-Élysées,Mulhouse,Maison,428,1812600,3,2020-07-30
V986,Place Jean Jaurès,Mulhouse,Maison,232,1009400,7,2023-12-09
V987,Allée des Lilas,Mulhouse,Maison,491,2102200,8,2022-12-05
V988,Boulevard de Bellevue,Mulhouse,Maison,154,661800,3,2020-04-26
V989,Place de la Forêt,Mulhouse,Maison,72,317400,3,2021-12-06
V990,Rue des Champs-Élysées,Mulhouse,Maison,416,1782200,7,2020-04-17
V991,Rue de l'Opéra,Mulhouse,Maison,488,2069600,4,2021-05-21
V992,Place des Champs-Élysées,Mulhouse,Appartement,106,376000,1,2023-12-05
V993,Chemin de Bellevue,Mulhouse,Appartement,132,497000,7,2020-12-24
V994,Boulevard Saint-Martin,Mulhouse,Appartement,283,1005500,3,2022-10-28
V995,Avenue des Vignes,Mulhouse,Appartement,149,526500,1,2022-02-07
V996,Avenue de l'Opéra,Mulhouse,Appartement,198,698000,1,2022-11-29
V997,Rue des Lilas,Mulhouse,Appartement,87,314500,2,2023-06-08
V998,Rue du Lac,Mulhouse,Appartement,238,868000,7,2022-05-26
V999,Chemin de l'Église,Mulhouse,Appartement,290,1055000,8,2021-03-14
V1000,Rue de Bellevue,Mulhouse,Appartement,128,493000,9,2021-06-18
V1001,Quai Saint-Martin,Mulhouse,Appartement,177,624500,1,2023-05-02
V1002,Boulevard de Bellevue,Boulogne-Billancourt,Villa,274,1463500,5,2022-12-07
V1003,Place Victor Hugo,Boulogne-Billancourt,Villa,487,2576750,4,2022-04-04
V1004,Avenue des Vignes,Boulogne-Billancourt,Villa,491,2622750,9,2020-03-17
V1005,Allée des Champs-Élysées,Boulogne-Billancourt,Villa,359,1924750,8,2022-09-09
V1006,Allée de la Forêt,Boulogne-Billancourt,Villa,232,1233000,3,2021-12-11
V1007,Chemin de la Gare,Boulogne-Billancourt,Villa,425,2251250,4,2020-10-02
V1008,Avenue du Parc,Boulogne-Billancourt,Villa,57,344250,9,2023-09-16
V1009,Allée de la Forêt,Boulogne-Billancourt,Villa,495,2628750,6,2022-06-23
V1010,Boulevard des Lilas,Boulogne-Billancourt,Villa,493,2598250,2,2022-09-08
V1011,Rue de la Forêt,Boulogne-Billancourt,Villa,115,633750,6,2023-07-02
V1012,Rue Victor Hugo,Boulogne-Billancourt,Maison,199,875800,8,2021-12-23
V1013,Chemin de la République,Boulogne-Billancourt,Maison,100,440000,4,2022-12-21
V1014,Quai Saint-Martin,Boulogne-Billancourt,Maison,271,1183200,9,2023-09-30
V1015,Chemin de la Mairie,Boulogne-Billancourt,Maison,133,568600,2,2021-10-11
V1016,Chemin de la République,Boulogne-Billancourt,Maison,22,117400,5,2022-01-21
V1017,Avenue des Vignes,Boulogne-Billancourt,Maison,106,475200,6,2022-09-22
V1018,Chemin des Champs-Élysées,Boulogne-Billancourt,Maison,142,626400,6,2022-12-07
V1019,Rue des Champs-Élysées,Boulogne-Billancourt,Maison,464,1953800,1,2022-05-24
V1020,Chemin de la Liberté,Boulogne-Billancourt,Maison,27,138400,5,2022-08-05
V1021,Allée de la Forêt,Boulogne-Billancourt,Maison,380,1606000,2,2020-11-29
V1022,Boulevard des Écoles,Boulogne-Billancourt,Appartement,335,1197500,5,2020-05-31
V1023,Place des Lilas,Boulogne-Billancourt,Appartement,395,1432500,10,2020-03-26
V1024,Place de la Mairie,Boulogne-Billancourt,Appartement,119,421500,1,2021-07-21
V1025,Quai de l'Église,Boulogne-Billancourt,Appartement,106,401000,6,2022-02-19
V1026,Allée des Lilas,Boulogne-Billancourt,Appartement,481,1718500,7,2023-12-30
V1027,Rue de la Mairie,Boulogne-Billancourt,Appartement,37,159500,6,2023-04-01
V1028,Chemin Victor Hugo,Boulogne-Billancourt,Appartement,88,348000,8,2023-12-10
V1029,Allée du Moulin,Boulogne-Billancourt,Appartement,223,800500,4,2022-09-25
V1030,Avenue Saint-Martin,Boulogne-Billancourt,Appartement,349,1266500,9,2020-06-28
V1031,Avenue de Bellevue,Boulogne-Billancourt,Appartement,288,1058000,10,2023-07-04
V1032,Quai Victor Hugo,Rouen,Villa,193,1023250,2,2020-10-04
V1033,Avenue de la Forêt,Rouen,Villa,110,612500,7,2023-11-22
V1034,Quai de la Mairie,Rouen,Villa,411,2187750,6,2021-08-31
V1035,Allée du Lac,Rouen,Villa,179,949750,2,2023-05-12
V1036,Allée de la Paix,Rouen,Villa,364,1921000,2,2023-11-22
V1037,Rue des Écoles,Rouen,Villa,214,1128500,1,2021-06-26
V1038,Rue du Parc,Rouen,Villa,455,2398750,2,2023-09-18
V1039,Avenue des Vignes,Rouen,Villa,302,1630500,9,2020-06-29
V1040,Allée du Parc,Rouen,Villa,370,1972500,6,2022-05-05
V1041,Chemin des Lilas,Rouen,Villa,248,1337000,7,2022-04-09
V1042,Allée Saint-Martin,Rouen,Maison,397,1712400,9,2021-09-22
V1043,Place de la Forêt,Rouen,Maison,234,1022800,8,2021-09-14
V1044,Allée des Lilas,Rouen,Maison,346,1473200,4,2021-08-08
V1045,Allée des Vignes,Rouen,Maison,249,1055800,2,2022-07-19
V1046,Avenue de la Paix,Rouen,Maison,157,684400,5,2021-02-14
V1047,Quai du Parc,Rouen,Maison,121,548200,8,2021-03-24
V1048,Place de la République,Rouen,Maison,361,1566200,10,2022-09-03
V1049,Rue du Moulin,Rouen,Maison,378,1592600,1,2021-07-07
V1050,Boulevard de la Mairie,Rouen,Maison,486,2071200,6,2022-12-30
V1051,Avenue Saint-Martin,Rouen,Maison,284,1232800,8,2022-06-05
V1052,Avenue de la Paix,Rouen,Appartement,185,682500,7,2023-07-12
V1053,Rue de Bellevue,Rouen,Appartement,305,1117500,10,2023-10-09
V1054,Quai des Lilas,Rouen,Appartement,299,1051500,1,2023-03-23
V1055,Quai Jean Jaurès,Rouen,Appartement,332,1167000,1,2020-01-12
V1056,Place Jean Jaurès,Rouen,Appartement,346,1256000,9,2022-02-23
V1057,Quai des Champs-Élysées,Rouen,Appartement,403,1420500,2,2021-03-01
V1058,Avenue de la Gare,Rouen,Appartement,154,589000,10,2023-10-21
V1059,Avenue des Champs-Élysées,Rouen,Appartement,232,837000,5,2021-10-22
V1060,Rue de l'Opéra,Rouen,Appartement,219,811500,9,2023-12-08
V1061,Rue des Lilas,Rouen,Appartement,381,1368500,7,2020-03-18
V1062,Boulevard de l'Église,Nancy,Villa,96,534000,6,2021-04-07
V1063,Avenue de l'Opéra,Nancy,Villa,299,1574750,1,2023-04-26
V1064,Avenue Saint-Martin,Nancy,Villa,115,613750,2,2021-08-30
V1065,Quai de l'Église,Nancy,Villa,464,2441000,1,2020-01-22
V1066,Avenue de la Gare,Nancy,Villa,140,740000,1,2022-10-14
V1067,Rue du Lac,Nancy,Villa,62,355500,6,2020-01-21
V1068,Avenue de l'Opéra,Nancy,Villa,33,208250,7,2021-07-30
V1069,Chemin de la Mairie,Nancy,Villa,239,1289750,7,2020-02-13
V1070,Chemin des Fleurs,Nancy,Villa,331,1747750,2,2021-04-03
V1071,Allée de la Forêt,Nancy,Villa,114,608500,2,2020-11-25
V1072,Boulevard des Lilas,Nancy,Maison,419,1784800,5,2022-12-18
V1073,Boulevard de l'Église,Nancy,Maison,202,898400,10,2021-06-03
V1074,Chemin de la Liberté,Nancy,Maison,415,1753000,2,2023-07-28
V1075,Boulevard des Écoles,Nancy,Maison,351,1504200,6,2022-11-08
V1076,Chemin de Bellevue,Nancy,Maison,62,305400,9,2020-07-15
V1077,Boulevard des Lilas,Nancy,Maison,274,1165800,3,2022-06-07
