ID,Vente,Adresse,TypeB,Surface,Prix,Nombre de Chambres,Date Vente
V359,Rue du Lac,Bourges,Maison,459,1962800,7,2023-05-08
V360,Boulevard de la Gare,Saint-Maur-des-Fossés,Villa,300,1605000,6,2021-10-02
V361,Place de la Forêt,Antibes,Maison,72,352400,10,2020-01-11
V362,Quai de la Paix,Aix-en-Provence,Appartement,371,1333500,7,2021-01-07
V363,Avenue Saint-Martin,La Rochelle,Appartement,427,1509500,3,2022-11-07
V364,Rue du Moulin,Nantes,Villa,267,1416750,3,2022-06-13
V365,Rue des Champs-Élysées,Paris,Maison,45,683000,7,2021-10-05
V366,Quai des Vignes,Cannes,Appartement,181,663500,6,2020-08-16
V367,Place de la Liberté,Champigny-sur-Marne,Villa,474,2503500,3,2021-02-14
V368,Quai des Fleurs,Tourcoing,Maison,251,1099200,9,2021-08-14
V369,Place du Lac,Colmar,Villa,252,1353000,6,2021-12-10
V370,Place Saint-Martin,Nanterre,Appartement,323,1160500,6,2022-09-16
V371,Chemin de la Liberté,Aix-en-Provence,Maison,388,1674600,9,2020-01-07
V372,Avenue des Lilas,Nice,Maison,350,2325000,3,2021-09-24
V373,Rue de Bellevue,Marseille,Villa,228,1217000,4,2023-04-03
V374,Quai de la Paix,Saint-Quentin,Villa,189,1042250,10,2021-10-31
V375,Boulevard de la Mairie,Brest,Villa,145,781250,4,2021-05-30
V376,Place du Lac,Nîmes,Appartement,347,1234500,4,2021-10-25
V377,Quai Victor Hugo,Neuilly-sur-Seine,Maison,349,1515800,10,2023-06-12
V378,Quai du Moulin,Bourges,Maison,34,167800,5,2023-10-09
V379,Quai du Moulin,Chambéry,Appartement,250,895000,4,2021-02-27
V380,Chemin des Lilas,Béziers,Maison,129,561800,4,2020-12-28
V381,Place de Bellevue,Courbevoie,Appartement,163,585500,3,2023-04-11
V382,Avenue Saint-Martin,La Seyne-sur-Mer,Maison,99,440800,5,2022-08-24
V383,Quai du Lac,Antibes,Villa,436,2324000,7,2022-02-04
V384,Avenue Victor Hugo,Antony,Appartement,440,1545000,1,2021-05-11
V385,Chemin des Fleurs,Troyes,Villa,190,1042500,9,2022-04-13
V386,Place des Fleurs,Mérignac,Villa,372,1973000,4,2023-07-09
V387,Quai du Lac,Cholet,Appartement,220,810000,8,2023-02-10
V388,Allée du Lac,Aubervilliers,Maison,25,145000,8,2022-03-08
V389,Boulevard de la Forêt,Besançon,Appartement,25,92500,1,2022-11-08
V390,Allée Saint-Martin,Colombes,Villa,262,1390500,3,2022-10-03
V391,Rue du Parc,Drancy,Villa,436,2294000,1,2020-10-19
V392,Avenue de la Gare,Amiens,Appartement,164,609000,7,2023-04-30
V393,Chemin de l'Église,Saint-Maur-des-Fossés,Villa,27,171750,6,2022-09-13
V394,Place de la Liberté,Cholet,Villa,293,1558250,4,2020-05-23
V395,Rue de l'Opéra,Toulon,Villa,113,628250,7,2023-10-10
V396,Allée des Écoles,Neuilly-sur-Seine,Villa,208,1112000,4,2020-12-08
V397,Place de la République,Grenoble,Villa,134,743500,8,2021-12-10
V398,Boulevard Saint-Martin,Le Mans,Maison,127,538400,1,2023-12-15
V399,Allée des Écoles,Tourcoing,Maison,207,919400,10,2020-07-03
V400,Boulevard Jean Jaurès,Valence,Villa,446,2391500,10,2021-10-12
V401,Rue de la Mairie,Brest,Villa,455,2393750,1,2023-04-03
V402,Quai des Écoles,Amiens,Maison,226,974200,5,2021-01-15
V403,Quai du Lac,Paris,Maison,40,591000,3,2021-07-22
V404,Chemin des Vignes,Nancy,Villa,329,1772250,9,2023-05-05
V405,Boulevard du Lac,Orléans,Villa,178,984500,10,2023-02-04
V406,Place de la Forêt,Pau,Villa,259,1399750,8,2022-04-28
V407,Quai du Moulin,Mérignac,Appartement,372,1352000,10,2022-09-03
V408,Place des Champs-Élysées,Nancy,Villa,394,2078500,2,2022-10-25
V409,Rue de la Mairie,Montreuil,Appartement,472,1687000,7,2023-06-26
V410,Chemin Jean Jaurès,Issy-les-Moulineaux,Villa,451,2382750,3,2020-02-08
V411,Allée des Vignes,Boulogne-Billancourt,Maison,365,1573000,8,2022-04-30
V412,Avenue Jean Jaurès,Reims,Appartement,113,445500,10,2021-02-08
V413,Quai du Parc,Argenteuil,Villa,450,2382500,4,2020-05-13
V414,Avenue de la République,Mérignac,Villa,82,465500,7,2020-04-20
V415,Quai du Lac,Saint-Quentin,Villa,188,1027000,8,2021-08-05
V416,Allée du Lac,Marseille,Maison,192,841400,7,2020-02-22
V417,Boulevard de la Paix,Villeneuve-d'Ascq,Maison,80,381000,9,2021-09-15
V418,Rue de la Forêt,Grenoble,Maison,344,1459800,3,2021-02-10
V419,Quai de l'Opéra,Perpignan,Appartement,284,1039000,9,2022-03-09
V420,Rue des Fleurs,Saint-Denis,Villa,250,1337500,5,2023-03-22
V421,Allée Saint-Martin,Dunkerque,Maison,488,2084600,7,2020-12-10
V422,Allée de la République,Grenoble,Appartement,414,1464000,3,2023-10-26
V423,Quai de l'Opéra,La Rochelle,Villa,167,916750,8,2021-11-03
V424,Chemin de la République,Aubervilliers,Appartement,166,621000,8,2022-07-19
V425,Allée de la République,Cholet,Appartement,339,1201500,3,2021-12-26
V426,Quai de la Gare,Strasbourg,Maison,411,1771200,9,2023-04-20
V427,Quai de l'Opéra,Mulhouse,Appartement,199,746500,10,2021-08-15
V428,Boulevard Victor Hugo,Sarcelles,Villa,83,455750,4,2022-05-07
V429,Allée Victor Hugo,Rouen,Appartement,443,1600500,10,2023-03-03
V430,Chemin de la Paix,Toulouse,Maison,181,873800,1,2021-03-18
V431,Avenue du Lac,Pau,Appartement,319,1156500,8,2020-12-04
V432,Boulevard des Fleurs,Bourges,Appartement,321,1168500,9,2021-03-30
V433,Place Saint-Martin,Brest,Maison,434,1847800,5,2021-12-10
V434,Chemin de la Gare,Besançon,Villa,38,209500,2,2022-03-17
V435,Rue du Parc,Nice,Maison,419,2815400,10,2022-02-16
V436,Quai de la Forêt,Clermont-Ferrand,Appartement,68,258000,4,2022-04-18
V437,Boulevard de la Paix,Quimper,Appartement,156,561000,3,2020-04-19
V438,Boulevard de la Forêt,Rennes,Villa,196,1044000,3,2022-01-12
V439,Quai Saint-Martin,Cergy,Villa,132,728000,7,2023-04-09
V440,Place des Fleurs,Paris,Villa,117,2141000,7,2020-05-12
V441,Chemin Victor Hugo,Amiens,Appartement,97,384500,9,2023-05-24
V442,Chemin de la Liberté,Caen,Appartement,219,781500,3,2021-11-28
V443,Allée de la Gare,Dijon,Villa,172,933000,6,2022-09-24
V444,Allée du Moulin,Perpignan,Maison,209,922800,9,2022-05-16
V445,Rue du Lac,Vénissieux,Maison,424,1800800,4,2021-04-23
V446,Place de la Forêt,Clichy,Maison,226,999200,10,2023-12-06
V447,Rue de la Gare,Drancy,Appartement,267,944500,2,2022-10-15
V448,Allée du Lac,Rueil-Malmaison,Maison,29,136800,3,2021-04-19
V449,Quai du Lac,Quimper,Appartement,335,1192500,4,2023-01-06
V450,Place de l'Église,Orléans,Villa,238,1269500,4,2020-06-01
V451,Place de la Forêt,Roubaix,Villa,235,1243750,2,2021-02-22
V452,Chemin de la Forêt,Toulouse,Villa,239,1484000,10,2021-03-24
V453,Chemin du Parc,Clermont-Ferrand,Appartement,425,1532500,9,2020-05-01
V454,Rue du Moulin,Colombes,Appartement,32,122000,2,2020-10-13
V455,Avenue de la République,Cholet,Appartement,157,559500,2,2020-09-11
V456,Boulevard du Lac,Roubaix,Maison,306,1305200,4,2023-05-21
V457,Boulevard des Écoles,Rennes,Appartement,87,329500,5,2021-12-16
V458,Allée de Bellevue,Besançon,Villa,172,913000,2,2021-09-22
V459,Rue de Bellevue,Orléans,Appartement,231,838500,6,2023-02-12
V460,Rue Saint-Martin,Argenteuil,Appartement,148,568000,10,2021-11-28
V461,Place Saint-Martin,Dunkerque,Maison,210,887000,1,2022-01-22
V462,Allée de la Liberté,Antibes,Appartement,43,170500,4,2020-02-09
V463,Avenue de la Gare,Metz,Appartement,21,118500,9,2022-07-17
V464,Chemin de la Paix,Vénissieux,Maison,213,899600,1,2020-05-12
V465,Avenue des Lilas,Cannes,Appartement,59,241500,7,2020-10-05
V466,Chemin des Vignes,Hyères,Appartement,280,990000,2,2023-03-23
V467,Rue des Écoles,Noisy-le-Grand,Maison,356,1535200,8,2022-12-16
V468,Rue du Parc,Tourcoing,Appartement,353,1260500,5,2021-12-16
V469,Chemin du Lac,Aix-en-Provence,Appartement,206,766000,9,2023-05-16
V470,Rue des Vignes,Colmar,Maison,170,729000,3,2021-08-25
V471,Allée du Moulin,Orléans,Villa,426,2256500,4,2023-12-02
V472,Place Jean Jaurès,Nantes,Appartement,482,1722000,7,2020-06-23
V473,Avenue des Vignes,Nîmes,Maison,177,773400,6,2023-06-17
V474,Allée de la Forêt,Strasbourg,Appartement,149,526500,1,2022-10-03
V475,Boulevard de la Mairie,Poitiers,Villa,102,555500,4,2021-06-03
V476,Quai du Lac,Ajaccio,Maison,487,2060400,3,2022-11-11
V477,Place de la République,Villeneuve-d'Ascq,Villa,454,2413500,6,2020-12-05
V478,Avenue Saint-Martin,Metz,Appartement,93,355500,6,2021-03-06
V479,Boulevard de la Forêt,Strasbourg,Maison,36,196200,9,2022-09-30
V480,Place Jean Jaurès,Toulouse,Appartement,433,1757000,5,2020-08-01
V481,Boulevard de la Gare,Colombes,Appartement,460,1615000,1,2022-02-25
V482,Allée des Fleurs,Cannes,Appartement,34,139000,4,2020-08-03
V483,Allée de la Mairie,Villeurbanne,Villa,490,2617500,9,2021-06-04
V484,Boulevard de l'Opéra,Versailles,Maison,241,1057200,9,2020-11-12
V485,Chemin Jean Jaurès,Marseille,Maison,363,1569600,9,2023-08-05
V486,Quai du Moulin,Villeurbanne,Maison,478,2022600,3,2020-11-15
V487,Chemin Saint-Martin,Troyes,Appartement,392,1407000,7,2021-06-12
V488,Chemin des Écoles,Le Havre,Appartement,69,276500,7,2021-11-17
V489,Place Victor Hugo,Saint-Quentin,Appartement,333,1180500,3,2023-10-29
V490,Quai Victor Hugo,Mulhouse,Villa,49,297250,8,2020-01-18
V491,Place de la Gare,Saint-Nazaire,Maison,279,1176800,1,2020-02-20
V492,Allée de la Paix,Roubaix,Villa,236,1244000,1,2023-06-03
V493,Rue de la République,Roubaix,Villa,232,1223000,1,2020-10-09
V494,Avenue de la République,Grenoble,Villa,309,1662250,8,2023-06-06
V495,Place Saint-Martin,Saint-Maur-des-Fossés,Maison,230,1001000,7,2021-01-31
V496,Avenue de la Liberté,Lyon,Maison,386,2326000,2,2022-05-15
V497,Rue de la République,Vitry-sur-Seine,Appartement,458,1633000,6,2020-05-02
V498,Place du Moulin,Saint-Maur-des-Fossés,Appartement,207,754500,6,2023-09-01
V499,Allée de l'Église,Ajaccio,Appartement,249,876500,1,2022-07-10
V500,Boulevard Victor Hugo,Villeneuve-d'Ascq,Villa,199,1074750,6,2023-11-23
V501,Allée de l'Église,Versailles,Villa,163,890750,7,2021-10-22
V502,Rue du Lac,Nîmes,Villa,495,2638750,8,2023-07-04
V503,Avenue des Lilas,Béziers,Appartement,400,1445000,9,2020-12-13
V504,Quai des Lilas,Niort,Appartement,328,1173000,5,2022-08-22
V505,Quai de la Gare,Aix-en-Provence,Appartement,412,1477000,7,2023-03-21
V506,Rue des Écoles,Angers,Villa,241,1305250,8,2021-08-21
V507,Place du Parc,Limoges,Villa,113,608250,3,2021-02-25
V508,Quai du Parc,Quimper,Maison,230,1006000,8,2021-06-06
V509,Chemin Jean Jaurès,Limoges,Maison,32,169400,7,2022-06-11
V510,Chemin du Moulin,Hyères,Appartement,310,1130000,9,2023-06-04
V511,Boulevard de la Gare,Quimper,Maison,245,1079000,10,2023-01-23
